,S,dissapearing_attractor,tipping_time
0,7.566666666666666,w,59.400000000000574
0,7.566666666666666,w,74.50000000000004
0,7.566666666666666,w,14.599999999999964
0,7.566666666666666,w,14.099999999999966
0,7.566666666666666,w,0.1
0,7.566666666666666,w,0.30000000000000004
0,7.566666666666666,w,1.3
0,7.566666666666666,w,0.30000000000000004
0,7.566666666666666,w,0.2
0,7.566666666666666,w,32.20000000000019
0,7.566666666666666,w,0.30000000000000004
0,7.566666666666666,w,22.50000000000005
0,7.566666666666666,w,3.1000000000000014
0,7.566666666666666,w,3.0000000000000013
0,7.566666666666666,w,6.699999999999992
0,7.566666666666666,w,11.199999999999976
0,7.566666666666666,w,11.599999999999975
0,7.566666666666666,w,0.30000000000000004
0,7.566666666666666,w,40.3000000000003
0,7.566666666666666,w,77.0999999999999
0,7.566666666666666,w,0.1
0,7.6,w,26.300000000000104
0,7.566666666666666,w,6.399999999999993
0,7.566666666666666,w,33.80000000000021
0,7.566666666666666,w,6.8999999999999915
0,7.566666666666666,w,82.89999999999957
0,7.566666666666666,w,15.69999999999996
0,7.566666666666666,w,6.499999999999993
0,7.566666666666666,w,6.999999999999991
0,7.566666666666666,w,58.000000000000554
0,7.6,w,57.70000000000055
0,7.566666666666666,w,0.1
0,7.6,w,13.399999999999968
0,7.6,w,0.2
0,7.566666666666666,w,0.4
0,7.566666666666666,w,0.2
0,7.566666666666666,w,0.1
0,7.566666666666666,w,4.799999999999999
0,7.566666666666666,w,0.2
0,7.566666666666666,w,3.3000000000000016
0,7.566666666666666,w,0.5
0,7.566666666666666,w,23.20000000000006
0,7.6,w,56.700000000000536
0,7.6,w,0.4
0,7.6,w,14.799999999999963
0,7.566666666666666,w,8.399999999999986
0,7.6,w,0.30000000000000004
0,7.566666666666666,w,0.2
0,7.6,w,108.09999999999813
0,7.6,w,23.400000000000063
0,7.566666666666666,w,46.50000000000039
0,7.6,w,0.2
0,7.6,w,13.899999999999967
0,7.6,w,41.40000000000032
0,7.6,w,0.7
0,7.6,w,123.19999999999727
0,7.6,w,0.4
0,7.6,w,44.20000000000036
0,7.6,w,11.399999999999975
0,7.6,w,0.2
0,7.6,w,0.2
0,7.6,w,31.00000000000017
0,7.6,w,5.899999999999995
0,7.6,w,112.99999999999785
0,7.6,w,0.2
0,7.6,w,0.7
0,7.6,w,8.799999999999985
0,7.6,w,3.4000000000000017
0,7.6,w,0.1
0,7.6,w,0.2
0,7.6,w,32.40000000000019
0,7.6,w,102.79999999999843
0,7.6,w,71.20000000000023
0,7.6,w,0.30000000000000004
0,7.6,w,0.4
0,7.6,w,74.40000000000005
0,7.6,w,11.099999999999977
0,7.6,w,0.1
0,7.6,w,128.79999999999697
0,7.6,w,0.2
0,7.6,w,0.5
0,7.6,w,9.299999999999983
0,7.6,w,0.2
0,7.6,w,0.5
0,7.6,w,30.600000000000165
0,7.6,w,0.2
0,7.6,w,50.10000000000044
0,7.6,w,0.1
0,7.6,w,0.9999999999999999
0,7.6,w,23.90000000000007
0,7.6,w,0.2
0,7.6,w,31.800000000000182
0,7.6,w,12.099999999999973
0,7.6,w,67.50000000000044
0,7.6,w,0.1
0,7.6,w,9.699999999999982
0,7.6,w,70.90000000000025
0,7.6,w,11.799999999999974
0,7.6,w,0.1
0,7.6,w,0.2
0,7.6,w,49.40000000000043
0,7.6,w,28.700000000000138
0,7.6,w,0.30000000000000004
0,7.6,w,89.99999999999916
0,7.6,w,74.00000000000007
0,7.6,w,57.60000000000055
0,7.6,w,17.099999999999973
0,7.6,w,24.500000000000078
0,7.6,w,58.60000000000056
0,7.6,w,142.09999999999621
0,7.6,w,29.800000000000153
0,7.6,w,0.2
0,7.6,w,27.300000000000118
0,7.6,w,41.70000000000032
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,12.99999999999997
0,7.6,w,0.30000000000000004
0,7.6,w,36.900000000000254
0,7.6,w,57.80000000000055
0,7.6,w,60.100000000000584
0,7.6,w,16.599999999999966
0,7.6,w,5.399999999999997
0,7.6,w,33.3000000000002
0,7.6,w,4.999999999999998
0,7.6,w,17.999999999999986
0,7.6,w,29.800000000000153
0,7.6,w,154.29999999999552
0,7.6,w,0.1
0,7.6,w,45.60000000000038
0,7.6,w,31.300000000000175
0,7.6,w,0.1
0,7.6,w,56.30000000000053
0,7.6,w,0.1
0,7.6,w,14.899999999999963
0,7.6,w,3.3000000000000016
0,7.6,w,50.80000000000045
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,16.19999999999996
0,7.6,w,16.499999999999964
0,7.6,w,123.39999999999726
0,7.6,w,114.09999999999779
0,7.6,w,0.2
0,7.6,w,0.2
0,7.6,w,14.899999999999963
0,7.6,w,17.399999999999977
0,7.6,w,18.699999999999996
0,7.6,w,0.30000000000000004
0,7.6,w,40.2000000000003
0,7.6,w,71.8000000000002
0,7.6,w,36.70000000000025
0,7.6,w,0.2
0,7.6,w,70.50000000000027
0,7.6,w,68.2000000000004
0,7.6,w,72.50000000000016
0,7.6,w,0.5
0,7.6,w,74.90000000000002
0,7.6,w,47.1000000000004
0,7.6,w,1.3
0,7.6,w,78.39999999999982
0,7.6,w,0.1
0,7.6,w,17.59999999999998
0,7.6,w,194.69999999999322
0,7.6,w,66.60000000000049
0,7.6,w,46.700000000000394
0,7.6,w,20.40000000000002
0,7.6,w,0.30000000000000004
0,7.6,w,114.69999999999776
0,7.6,w,0.1
0,7.6,w,87.29999999999932
0,7.6,w,11.599999999999975
0,7.6,w,0.30000000000000004
0,7.6,w,3.2000000000000015
0,7.6,w,6.799999999999992
0,7.6,w,25.100000000000087
0,7.6,w,0.5
0,7.6,w,0.1
0,7.6,w,0.1
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,25.900000000000098
0,7.6,w,48.80000000000042
0,7.6,w,0.6
0,7.6,w,212.99999999999218
0,7.6,w,72.60000000000015
0,7.6,w,0.4
0,7.6,w,23.500000000000064
0,7.6,w,0.4
0,7.6,w,0.30000000000000004
0,7.6,w,0.1
0,7.6,w,181.59999999999397
0,7.6,w,0.2
0,7.6,w,0.1
0,7.6,w,54.500000000000504
0,7.6,w,0.2
0,7.6,w,113.69999999999781
0,7.6,w,0.1
0,7.6,w,21.00000000000003
0,7.6,w,87.69999999999929
0,7.6,w,0.1
0,7.6,w,0.5
0,7.6,w,0.30000000000000004
0,7.6,w,21.70000000000004
0,7.6,w,23.500000000000064
0,7.6,w,0.1
0,7.6,w,6.299999999999994
0,7.6,w,0.2
0,7.6,w,0.4
0,7.6,w,13.699999999999967
0,7.6,w,0.4
0,7.6,w,0.1
9999999999939
0,7.6,w,134.59999999999664
0,7.6,w,10.399999999999979
0,7.6,w,9.89999999999998
0,7.6,w,0.2
0,7.6,w,14.999999999999963
0,7.6,w,111.39999999999795
0,7.6,w,0.4
0,7.6,w,0.2
0,7.6,w,40.2000000000003
0,7.6,w,62.10000000000061
0,7.6,w,35.600000000000236
0,7.6,w,111.29999999999795
0,7.6,w,0.1
0,7.6,w,0.7
0,7.6,w,0.1
0,7.6,w,0.30000000000000004
0,7.6,w,0.30000000000000004
0,7.6,w,113.69999999999781
0,7.6,w,0.1
0,7.6,w,76.09999999999995
0,7.6,w,29.60000000000015
0,7.6,w,0.6
0,7.6,w,9.599999999999982
0,7.6,w,27.600000000000122
0,7.6,w,0.2
0,7.6,w,1.3
0,7.6,w,55.60000000000052
0,7.6,w,0.1
0,7.6,w,11.899999999999974
0,7.6,w,14.799999999999963
0,7.6,w,40.2000000000003
0,7.6,w,0.1
0,7.6,w,0.7
0,7.6,w,39.50000000000029
0,7.6,w,13.09999999999997
0,7.6,w,0.4
0,7.6,w,65.30000000000057
0,7.6,w,36.300000000000246
0,7.6,w,0.30000000000000004
0,7.6,w,130.49999999999687
0,7.6,w,100.49999999999856
0,7.6,w,0.1
0,7.6,w,25.30000000000009
0,7.6,w,0.5
0,7.6,w,71.40000000000022
0,7.6,w,0.1
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,3.700000000000002
0,7.6,w,0.30000000000000004
0,7.6,w,64.40000000000062
0,7.6,w,26.70000000000011
0,7.6,w,51.100000000000456
0,7.6,w,0.5
0,7.6,w,54.3000000000005
0,7.6,w,37.600000000000264
0,7.6,w,0.5
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,64.90000000000059
0,7.6,w,25.600000000000094
0,7.6,w,24.60000000000008
0,7.6,w,0.2
0,7.6,w,26.80000000000011
0,7.6,w,18.19999999999999
0,7.6,w,34.00000000000021
0,7.6,w,0.30000000000000004
0,7.6,w,0.6
0,7.6,w,15.099999999999962
0,7.6,w,0.2
0,7.6,w,36.10000000000024
0,7.6,w,54.80000000000051
0,7.6,w,9.89999999999998
0,7.6,w,0.7
0,7.6,w,3.600000000000002
0,7.6,w,0.30000000000000004
0,7.6,w,78.7999999999998
0,7.6,w,4.6
0,7.6,w,5.599999999999996
0,7.6,w,30.000000000000156
0,7.6,w,0.4
0,7.6,w,68.2000000000004
0,7.6,w,20.800000000000026
0,7.6,w,0.8999999999999999
0,7.6,w,45.60000000000038
0,7.6,w,71.8000000000002
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,10.29999999999998
0,7.6,w,0.7
0,7.6,w,0.4
0,7.6,w,24.400000000000077
0,7.6,w,4.899999999999999
0,7.6,w,42.00000000000033
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,0.2
0,7.6,w,42.00000000000033
0,7.6,w,35.10000000000023
0,7.6,w,47.1000000000004
0,7.6,w,14.899999999999963
0,7.6,w,0.2
0,7.6,w,47.70000000000041
0,7.6,w,90.49999999999913
0,7.6,w,115.89999999999769
0,7.6,w,21.00000000000003
0,7.6,w,17.199999999999974
0,7.6,w,0.6
0,7.6,w,0.2
0,7.6,w,2.500000000000001
0,7.6,w,28.500000000000135
0,7.6,w,0.2
0,7.6,w,0.1
0,7.6,w,89.69999999999918
0,7.6,w,9.399999999999983
0,7.6,w,62.300000000000615
0,7.6,w,56.40000000000053
0,7.6,w,0.6
0,7.6,w,14.399999999999965
0,7.6,w,0.2
0,7.6,w,84.29999999999949
0,7.6,w,0.30000000000000004
0,7.6,w,166.9999999999948
0,7.6,w,3.0000000000000013
0,7.6,w,43.00000000000034
0,7.6,w,26.500000000000107
0,7.6,w,80.5999999999997
0,7.6,w,8.999999999999984
0,7.6,w,15.199999999999962
0,7.6,w,10.799999999999978
0,7.6,w,69.10000000000035
0,7.6,w,0.5
0,7.6,w,112.99999999999785
0,7.6,w,0.1
0,7.6,w,0.1
0,7.6,w,92.49999999999902
0,7.6,w,53.100000000000485
0,7.6,w,15.99999999999996
0,7.6,w,21.600000000000037
0,7.6,w,6.799999999999992
0,7.6,w,7.39999999999999
0,7.6,w,18.19999999999999
0,7.6,w,139.09999999999638
0,7.6,w,0.2
0,7.6,w,9.499999999999982
0,7.6,w,0.2
0,7.6,w,31.800000000000182
0,7.6,w,24.100000000000072
0,7.6,w,1.0999999999999999
0,7.6,w,23.700000000000067
0,7.6,w,32.9000000000002
0,7.6,w,5.999999999999995
0,7.6,w,62.80000000000062
0,7.6,w,64.00000000000064
0,7.6,w,84.69999999999946
0,7.6,w,0.2
0,7.6,w,29.60000000000015
0,7.6,w,0.1
0,7.6,w,95.19999999999887
0,7.6,w,0.1
0,7.6,w,53.200000000000486
0,7.6,w,7.799999999999988
0,7.6,w,13.699999999999967
0,7.6,w,0.1
0,7.6,w,99.59999999999862
0,7.6,w,1.8000000000000005
0,7.6,w,19.500000000000007
0,7.6,w,279.199999999995
0,7.6,w,0.1
0,7.6,w,34.00000000000021
0,7.6,w,86.99999999999933
0,7.6,w,41.900000000000325
0,7.6,w,36.00000000000024
0,7.6,w,11.499999999999975
0,7.6,w,129.9999999999969
0,7.6,w,0.4
0,7.6,w,0.2
0,7.6,w,7.099999999999991
0,7.6,w,19.0
0,7.6,w,0.30000000000000004
0,7.6,w,0.30000000000000004
0,7.6,w,35.00000000000023
0,7.6,w,27.50000000000012
0,7.6,w,0.2
0,7.6,w,43.900000000000354
0,7.6,w,82.79999999999957
0,7.6,w,44.30000000000036
0,7.6,w,36.70000000000025
0,7.6,w,49.10000000000043
0,7.6,w,14.199999999999966
0,7.6,w,158.1999999999953
0,7.6,w,57.50000000000055
0,7.6,w,87.69999999999929
0,7.6,w,12.599999999999971
0,7.6,w,34.00000000000021
0,7.6,w,0.1
0,7.6,w,64.50000000000061
0,7.6,w,0.30000000000000004
0,7.6,w,43.900000000000354
0,7.6,w,0.1
0,7.6,w,90.69999999999912
0,7.6,w,7.29999999999999
0,7.6,w,93.99999999999893
0,7.6,w,0.1
0,7.6,w,23.600000000000065
0,7.6,w,22.60000000000005
0,7.6,w,46.20000000000039
0,7.6,w,14.499999999999964
0,7.6,w,82.89999999999957
0,7.6,w,0.7999999999999999
0,7.6,w,7.19999999999999
0,7.6,w,40.500000000000306
0,7.6,w,82.3999999999996
0,7.6,w,0.2
0,7.6,w,110.499999999998
0,7.6,w,150.09999999999576
0,7.6,w,0.1
0,7.6,w,0.30000000000000004
0,7.6,w,0.2
0,7.6,w,19.70000000000001
0,7.6,w,33.60000000000021
0,7.6,w,92.899999999999
0,7.6,w,0.2
0,7.6,w,0.2
0,7.6,w,13.899999999999967
0,7.6,w,0.4
0,7.6,w,14.299999999999965
0,7.6,w,77.69999999999986
0,7.6,w,0.5
0,7.6,w,0.30000000000000004
0,7.6,w,49.10000000000043
0,7.6,w,39.700000000000294
0,7.6,w,6.799999999999992
0,7.6,w,35.10000000000023
0,7.6,w,23.400000000000063
0,7.6,w,0.1
0,7.6,w,0.30000000000000004
0,7.6,w,25.900000000000098
0,7.6,w,44.90000000000037
0,7.6,w,37.20000000000026
0,7.6,w,4.200000000000001
0,7.6,w,10.599999999999978
0,7.6,w,0.1
0,7.6,w,98.99999999999865
0,7.6,w,51.100000000000456
0,7.6,w,50.300000000000445
0,7.6,w,0.2
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,131.8999999999968
0,7.6,w,0.1
0,7.6,w,0.1
0,7.6,w,0.30000000000000004
0,7.6,w,29.60000000000015
0,7.6,w,50.10000000000044
0,7.6,w,0.7
0,7.6,w,0.1
0,7.6,w,70.10000000000029
0,7.6,w,78.6999999999998
0,7.6,w,145.799999999996
0,7.6,w,15.199999999999962
0,7.6,w,84.59999999999947
0,7.6,w,45.90000000000038
0,7.6,w,0.30000000000000004
0,7.6,w,0.30000000000000004
0,7.6,w,40.80000000000031
0,7.6,w,0.30000000000000004
0,7.6,w,103.79999999999838
0,7.6,w,22.50000000000005
0,7.6,w,0.5
0,7.6,w,0.30000000000000004
0,7.6,w,49.000000000000426
0,7.6,w,49.000000000000426
0,7.6,w,125.99999999999712
0,7.6,w,15.69999999999996
0,7.6,w,17.59999999999998
0,7.6,w,24.400000000000077
0,7.6,w,34.60000000000022
0,7.6,w,0.1
0,7.6,w,54.3000000000005
0,7.6,w,61.500000000000604
0,7.6,w,45.400000000000375
0,7.6,w,120.59999999999742
0,7.6,w,42.40000000000033
0,7.6,w,0.30000000000000004
0,7.6,w,31.60000000000018
0,7.6,w,0.2
0,7.6,w,148.19999999999587
0,7.6,w,29.50000000000015
0,7.6,w,24.300000000000075
0,7.6,w,52.90000000000048
0,7.6,w,0.2
0,7.6,w,151.99999999999565
0,7.6,w,0.30000000000000004
0,7.6,w,3.700000000000002
0,7.6,w,17.49999999999998
0,7.6,w,4.5
0,7.6,w,3.3000000000000016
0,7.6,w,138.6999999999964
0,7.6,w,0.2
0,7.6,w,0.30000000000000004
0,7.6,w,28.90000000000014
0,7.6,w,49.20000000000043
0,7.6,w,20.600000000000023
0,7.6,w,0.2
0,7.6,w,11.499999999999975
0,7.6,w,8.899999999999984
0,7.6,w,56.90000000000054
0,7.6,w,0.2
0,7.6,w,0.5
0,7.6,w,0.2
0,7.6,w,6.099999999999994
0,7.6,w,104.19999999999835
0,7.6,w,0.1
0,7.6,w,21.500000000000036
0,7.6,w,358.8000000000131
0,7.6,w,0.2
0,7.633333333333333,w,155.99999999999542
0,7.6,w,37.40000000000026
0,7.6,w,58.40000000000056
0,7.6,w,22.000000000000043
0,7.6,w,18.699999999999996
0,7.6,w,24.70000000000008
0,7.6,w,22.200000000000045
0,7.633333333333333,w,81.99999999999962
0,7.6,w,88.89999999999922
0,7.633333333333333,w,158.59999999999528
0,7.633333333333333,w,82.59999999999958
0,7.6,w,159.7999999999952
0,7.6,w,0.4
0,7.633333333333333,w,116.49999999999766
0,7.6,w,44.30000000000036
0,7.6,w,0.1
0,7.633333333333333,w,23.600000000000065
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.2
0,7.633333333333333,w,687.6000000000878
0,7.633333333333333,w,9.499999999999982
0,7.633333333333333,w,32.60000000000019
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,14.899999999999963
0,7.633333333333333,w,161.8999999999951
0,7.633333333333333,w,82.99999999999956
0,7.633333333333333,w,41.200000000000315
0,7.633333333333333,w,0.4
0,7.633333333333333,w,64.90000000000059
0,7.633333333333333,w,0.7999999999999999
0,7.633333333333333,w,42.30000000000033
0,7.633333333333333,w,0.2
0,7.633333333333333,w,9.399999999999983
0,7.633333333333333,w,34.70000000000022
0,7.633333333333333,w,42.10000000000033
0,7.633333333333333,w,51.800000000000466
0,7.633333333333333,w,0.1
0,7.633333333333333,w,30.500000000000163
0,7.633333333333333,w,101.6999999999985
0,7.633333333333333,w,97.09999999999876
0,7.633333333333333,w,11.899999999999974
0,7.633333333333333,w,89.3999999999992
0,7.633333333333333,w,161.8999999999951
0,7.633333333333333,w,0.1
0,7.633333333333333,w,102.39999999999846
0,7.633333333333333,w,46.30000000000039
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.1
0,7.633333333333333,w,101.09999999999853
0,7.633333333333333,w,95.59999999999884
0,7.633333333333333,w,85.39999999999942
0,7.633333333333333,w,72.70000000000014
0,7.633333333333333,w,26.1000000000001
0,7.633333333333333,w,299.4999999999996
0,7.633333333333333,w,143.8999999999961
0,7.633333333333333,w,32.9000000000002
0,7.633333333333333,w,0.2
0,7.633333333333333,w,17.59999999999998
0,7.633333333333333,w,0.1
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.1
0,7.633333333333333,w,6.399999999999993
0,7.633333333333333,w,26.80000000000011
0,7.633333333333333,w,0.2
0,7.633333333333333,w,53.30000000000049
0,7.633333333333333,w,100.69999999999855
0,7.633333333333333,w,21.400000000000034
0,7.633333333333333,w,23.800000000000068
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,26.400000000000105
0,7.633333333333333,w,0.2
0,7.633333333333333,w,68.1000000000004
0,7.633333333333333,w,0.1
0,7.633333333333333,w,104.39999999999834
0,7.633333333333333,w,135.69999999999658
0,7.633333333333333,w,2.400000000000001
0,7.633333333333333,w,53.800000000000495
0,7.633333333333333,w,0.2
0,7.633333333333333,w,55.300000000000516
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,69.80000000000031
0,7.633333333333333,w,16.29999999999996
0,7.633333333333333,w,98.79999999999866
0,7.633333333333333,w,90.39999999999914
0,7.633333333333333,w,0.1
0,7.633333333333333,w,88.69999999999924
0,7.633333333333333,w,10.499999999999979
0,7.633333333333333,w,10.699999999999978
0,7.633333333333333,w,79.89999999999974
0,7.633333333333333,w,15.69999999999996
0,7.633333333333333,w,61.1000000000006
0,7.633333333333333,w,38.400000000000276
0,7.633333333333333,w,198.99999999999298
0,7.633333333333333,w,20.900000000000027
0,7.633333333333333,w,23.800000000000068
0,7.633333333333333,w,108.7999999999981
0,7.633333333333333,w,0.5
0,7.633333333333333,w,0.2
0,7.633333333333333,w,296.99999999999903
0,7.633333333333333,w,54.0000000000005
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,263.99999999999153
0,7.633333333333333,w,81.19999999999966
0,7.633333333333333,w,158.49999999999528
0,7.633333333333333,w,47.3000000000004
0,7.633333333333333,w,75.89999999999996
0,7.633333333333333,w,41.40000000000032
0,7.633333333333333,w,54.80000000000051
0,7.633333333333333,w,0.1
0,7.633333333333333,w,0.1
0,7.633333333333333,w,4.6
0,7.633333333333333,w,97.59999999999873
0,7.633333333333333,w,116.79999999999764
0,7.633333333333333,w,4.100000000000001
0,7.633333333333333,w,55.50000000000052
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.2
0,7.633333333333333,w,121.49999999999737
0,7.633333333333333,w,196.6999999999931
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,63.30000000000063
0,7.633333333333333,w,108.89999999999809
0,7.633333333333333,w,57.90000000000055
0,7.633333333333333,w,39.700000000000294
0,7.633333333333333,w,33.60000000000021
0,7.633333333333333,w,90.59999999999913
0,7.633333333333333,w,32.100000000000186
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,30.800000000000168
0,7.633333333333333,w,55.40000000000052
0,7.633333333333333,w,0.1
0,7.633333333333333,w,0.1
0,7.633333333333333,w,27.900000000000126
0,7.633333333333333,w,23.20000000000006
0,7.633333333333333,w,137.59999999999647
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,406.4000000000239
0,7.633333333333333,w,8.499999999999986
0,7.633333333333333,w,49.700000000000436
0,7.633333333333333,w,147.29999999999592
0,7.633333333333333,w,0.1
0,7.633333333333333,w,28.000000000000128
0,7.633333333333333,w,88.39999999999925
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.4
0,7.633333333333333,w,0.1
0,7.633333333333333,w,0.4
0,7.633333333333333,w,221.09999999999172
0,7.633333333333333,w,179.99999999999406
0,7.633333333333333,w,0.5
0,7.633333333333333,w,33.500000000000206
0,7.633333333333333,w,0.1
0,7.633333333333333,w,27.700000000000124
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.1
0,7.633333333333333,w,42.30000000000033
0,7.633333333333333,w,0.2
0,7.633333333333333,w,39.20000000000029
0,7.633333333333333,w,67.60000000000043
0,7.633333333333333,w,0.4
0,7.633333333333333,w,5.399999999999997
0,7.633333333333333,w,0.1
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.6
0,7.633333333333333,w,117.69999999999759
0,7.633333333333333,w,199.69999999999294
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,143.8999999999961
0,7.633333333333333,w,35.30000000000023
0,7.633333333333333,w,0.2
0,7.633333333333333,w,8.299999999999986
0,7.633333333333333,w,0.5
0,7.633333333333333,w,32.40000000000019
0,7.633333333333333,w,19.1
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.1
0,7.633333333333333,w,0.1
0,7.633333333333333,w,55.200000000000514
0,7.633333333333333,w,0.4
0,7.633333333333333,w,0.1
0,7.633333333333333,w,43.70000000000035
0,7.633333333333333,w,148.89999999999583
0,7.633333333333333,w,5.399999999999997
0,7.633333333333333,w,30.20000000000016
0,7.633333333333333,w,0.2
0,7.633333333333333,w,53.50000000000049
0,7.633333333333333,w,166.7999999999948
0,7.633333333333333,w,80.29999999999971
0,7.633333333333333,w,0.1
0,7.633333333333333,w,111.49999999999794
0,7.633333333333333,w,20.100000000000016
0,7.633333333333333,w,0.1
0,7.633333333333333,w,13.999999999999966
0,7.633333333333333,w,0.1
0,7.633333333333333,w,151.69999999999567
0,7.633333333333333,w,49.90000000000044
0,7.633333333333333,w,67.00000000000047
0,7.633333333333333,w,31.800000000000182
0,7.633333333333333,w,129.29999999999694
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,43.60000000000035
0,7.633333333333333,w,64.00000000000064
0,7.633333333333333,w,81.49999999999964
0,7.633333333333333,w,138.09999999999644
0,7.633333333333333,w,81.59999999999964
0,7.633333333333333,w,105.49999999999828
0,7.633333333333333,w,157.69999999999533
0,7.633333333333333,w,256.99999999998994
0,7.633333333333333,w,0.1
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.4
0,7.633333333333333,w,128.099999999997
0,7.633333333333333,w,24.100000000000072
0,7.633333333333333,w,4.100000000000001
0,7.633333333333333,w,0.1
0,7.633333333333333,w,23.000000000000057
0,7.633333333333333,w,6.399999999999993
0,7.633333333333333,w,33.400000000000205
0,7.633333333333333,w,117.89999999999758
0,7.633333333333333,w,26.0000000000001
0,7.633333333333333,w,72.90000000000013
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,69.30000000000034
0,7.633333333333333,w,80.79999999999968
0,7.633333333333333,w,29.300000000000146
0,7.633333333333333,w,69.50000000000033
0,7.633333333333333,w,0.5
0,7.633333333333333,w,119.79999999999747
0,7.633333333333333,w,272.49999999999346
0,7.633333333333333,w,0.1
0,7.633333333333333,w,65.90000000000053
0,7.633333333333333,w,0.9999999999999999
0,7.633333333333333,w,92.39999999999903
0,7.633333333333333,w,0.2
0,7.633333333333333,w,1.5000000000000002
0,7.633333333333333,w,0.5
0,7.633333333333333,w,16.79999999999997
0,7.633333333333333,w,33.500000000000206
0,7.633333333333333,w,16.499999999999964
0,7.633333333333333,w,0.2
0,7.633333333333333,w,5.699999999999996
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.5
0,7.633333333333333,w,163.09999999999502
0,7.633333333333333,w,33.90000000000021
0,7.633333333333333,w,108.19999999999813
0,7.633333333333333,w,172.0999999999945
0,7.633333333333333,w,42.20000000000033
0,7.633333333333333,w,97.49999999999874
0,7.633333333333333,w,269.39999999999276
0,7.633333333333333,w,0.7
0,7.633333333333333,w,0.6
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.2
0,7.633333333333333,w,17.59999999999998
0,7.633333333333333,w,185.79999999999373
0,7.633333333333333,w,0.2
0,7.633333333333333,w,0.2
0,7.633333333333333,w,30.500000000000163
0,7.633333333333333,w,61.90000000000061
0,7.633333333333333,w,0.4
0,7.633333333333333,w,4.899999999999999
0,7.633333333333333,w,389.6000000000201
0,7.633333333333333,w,115.6999999999977
0,7.633333333333333,w,15.099999999999962
0,7.633333333333333,w,126.59999999999708
0,7.633333333333333,w,273.1999999999936
0,7.633333333333333,w,9.699999999999982
0,7.633333333333333,w,86.29999999999937
0,7.633333333333333,w,47.3000000000004
0,7.633333333333333,w,0.2
0,7.633333333333333,w,27.800000000000125
0,7.633333333333333,w,23.20000000000006
0,7.633333333333333,w,91.0999999999991
0,7.633333333333333,w,0.2
0,7.633333333333333,w,104.19999999999835
0,7.633333333333333,w,109.99999999999802
0,7.633333333333333,w,10.899999999999977
0,7.633333333333333,w,0.2
0,7.633333333333333,w,156.4999999999954
0,7.633333333333333,w,56.20000000000053
0,7.633333333333333,w,52.500000000000476
0,7.633333333333333,w,4.300000000000001
0,7.633333333333333,w,26.600000000000108
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.5
0,7.633333333333333,w,0.30000000000000004
0,7.633333333333333,w,0.2
0,7.633333333333333,w,36.00000000000024
0,7.633333333333333,w,11.799999999999974
0,7.633333333333333,w,85.49999999999942
0,7.633333333333333,w,57.20000000000054
0,7.633333333333333,w,0.1
0,7.633333333333333,w,0.2
0,7.633333333333333,w,80.5999999999997
0,7.633333333333333,w,110.59999999999799
0,7.633333333333333,w,62.70000000000062
0,7.633333333333333,w,14.499999999999964
0,7.633333333333333,w,15.199999999999962
0,7.633333333333333,w,66.20000000000051
0,7.633333333333333,w,9.499999999999982
0,7.633333333333333,w,8.399999999999986
0,7.633333333333333,w,36.60000000000025
0,7.633333333333333,w,82.59999999999958
